update,frames,FPS,duration,return_mean,return_std,return_min,return_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm
62,63488,2313.9591231563613,29,-1147.4666666666667,960.8266140268089,-3117.5,-144.5,96.06666666666666,101.59951880900923,4.0,311.0,1.0487131774425507,-36.409963607788086,156.7500343322754,28070.412109375,106.53719453075914
63,64512,2345.7268919564713,29,-1030.388888888889,672.7948249973463,-2169.5,-316.5,64.55555555555556,58.7369108087753,3.0,161.0,1.0782383978366852,-36.84795665740967,167.40144729614258,30901.81201171875,96.21518627037169
64,65536,2228.4418252919436,30,-1505.6538461538462,840.5355981253717,-2725.0,-309.0,111.92307692307692,89.31746451537695,2.0,306.0,1.0706834495067596,-37.30681228637695,175.51213836669922,34637.7177734375,73.64670130888165
65,66560,2243.0686540911115,30,-733.9090909090909,409.8601101807242,-1882.0,-300.0,43.04545454545455,40.575941452952,1.0,162.0,1.070399910211563,-37.769429206848145,179.07696151733398,35434.5869140625,70.3844403711258
66,67584,2171.78483440457,31,-781.6111111111111,518.4243102248377,-2672.5,-325.0,42.72222222222222,40.540522327879344,3.0,176.0,1.0756683647632599,-38.2330846786499,179.14313507080078,35754.6826171875,106.46488107108007
67,68608,2257.8911378018015,31,-1369.1818181818182,972.9573538427541,-3243.0,-376.0,100.45454545454545,93.00866395260138,7.0,320.0,1.0825759172439575,-38.69569778442383,157.65015411376953,28137.98828125,99.31496642289586
68,69632,2162.61982414922,32,-912.8,560.3324102709034,-2059.5,-323.5,62.05,60.74411494128465,3.0,184.0,1.0743502378463745,-39.1585750579834,177.51708602905273,35087.2470703125,98.96249147658185
69,70656,2288.1328885247262,32,-879.6111111111111,546.7981944301744,-2344.5,-133.0,54.333333333333336,50.11431376806874,1.0,188.0,1.0756753981113434,-39.62214660644531,177.70970916748047,34777.56640625,99.00963783030537
70,71680,2267.8809097360686,33,-715.72,538.7467508950749,-2957.0,-300.0,43.16,55.527780434661715,1.0,278.0,1.067827731370926,-40.085344314575195,175.48587799072266,34117.7265625,122.45709290333602
71,72704,2267.8809097360686,33,-734.0576923076923,740.4958230667409,-3777.5,-273.0,41.65384615384615,59.2270353468442,2.0,270.0,1.069415420293808,-40.546507835388184,168.48987579345703,32396.91748046875,66.76061138042704
72,73728,2272.9072138761117,34,-646.074074074074,282.45746004532043,-1334.0,-314.0,38.55555555555556,30.98067896505502,2.0,120.0,1.0762438774108887,-41.008798599243164,170.98999404907227,32391.43603515625,70.18716067126823
73,74752,2233.294644783852,34,-811.5,439.7938792775543,-2041.0,-308.0,53.6875,42.232568519449536,2.0,187.0,1.0781969726085663,-41.38518810272217,171.15510177612305,33539.0927734375,148.7744274489121
74,75776,2329.7366135406733,35,-718.3076923076923,484.6892159876002,-1921.0,-300.0,47.38461538461539,43.082279886708484,1.0,156.0,1.0786592960357666,-41.79554080963135,150.21206283569336,25724.16015625,175.00769918619648
75,76800,2185.672816282496,35,-1178.4666666666667,978.9880398770059,-3522.0,-300.0,78.6,83.9784099238211,1.0,291.0,1.0656199157238007,-42.191383361816406,168.92333221435547,33034.23583984375,116.57968320713451
76,77824,2104.8880803617594,35,-966.7142857142857,722.8149597140298,-2723.0,-300.0,65.52380952380952,66.59731086206827,1.0,209.0,1.059616208076477,-42.56701374053955,155.9657974243164,29341.56689453125,73.27277843257428
77,78848,1990.4491525580827,36,-818.5769230769231,449.08504617524824,-1859.0,-400.0,57.38461538461539,56.874407468140454,9.0,191.0,1.06051704287529,-42.96720504760742,143.9577178955078,24827.25537109375,62.29682001258456
78,79872,2218.795743185998,36,-1068.4545454545455,575.9475771025068,-1847.5,-381.0,90.0909090909091,75.42902087447938,12.0,264.0,1.0615140497684479,-43.35721683502197,140.7827606201172,23941.34033203125,73.5407900817842
79,80896,2243.069825545809,37,-967.1470588235294,515.8888322082887,-2141.5,-385.0,77.88235294117646,70.0200663280271,8.0,282.0,1.0505767464637756,-43.82487106323242,165.68215560913086,31450.5634765625,102.93292880205762
80,81920,2190.346539430108,37,-1127.076923076923,864.3349565763052,-3803.5,-312.5,77.0,75.28714263507312,2.0,304.0,1.0431236624717712,-44.265729904174805,165.54169845581055,31132.404296875,66.54665959711988
81,82944,2283.0318127889027,38,-902.75,513.6489820740563,-2205.5,-311.0,54.92857142857143,41.416808674936874,2.0,135.0,1.0507993400096893,-44.688761711120605,170.22421264648438,32201.6318359375,107.96950949986427
82,83968,2243.072168458875,38,-1068.4642857142858,859.5555010810968,-3330.0,-337.0,76.0,90.54438532722895,4.0,357.0,1.0538815259933472,-45.139312744140625,168.88702011108398,31385.421875,98.23579518214754
83,84992,2158.0689763288933,39,-805.75,397.7508170953266,-1570.5,-359.0,59.6,48.47927392195556,5.0,170.0,1.056002140045166,-45.59031867980957,144.39990234375,24296.51025390625,142.20924299487405
84,86016,2329.7302949151826,39,-1619.8181818181818,1770.1012075934998,-5443.0,-307.0,121.18181818181819,151.1079194012846,2.0,450.0,1.063990831375122,-46.04338264465332,161.86154556274414,28692.12353515625,124.58498414711974
85,87040,2218.791158243634,40,-1020.96875,1064.5669816401585,-4304.5,-300.0,66.125,95.20102087162721,1.0,349.0,1.0542420446872711,-46.49603271484375,166.22370147705078,31218.81591796875,67.26114657154994
86,88064,2050.1643943639383,40,-1185.6666666666667,793.6898778630243,-3401.0,-317.5,87.26666666666667,96.64813615493173,2.0,404.0,1.0544601380825043,-46.94974613189697,174.5423583984375,33788.15869140625,53.09854528085884
87,89088,2117.942584826835,41,-1127.8125,1008.4960007822292,-3637.0,-345.0,74.5,81.22037921605636,5.0,278.0,1.0734331607818604,-47.40412425994873,144.32708358764648,23592.3837890625,52.27277442437105
88,90112,2252.9297731001807,41,-1139.6818181818182,826.9558708883409,-2481.0,-330.0,90.9090909090909,93.11230222933101,3.0,277.0,1.054421991109848,-47.86044788360596,142.89463806152344,23400.966796875,78.13042688988828
89,91136,2267.882107250783,42,-1150.7272727272727,860.4361041101183,-2899.0,-300.0,98.81818181818181,95.01561420181822,1.0,294.0,1.0490517616271973,-48.27228927612305,147.14503860473633,24486.79052734375,181.6050291615985
90,92160,2140.0491173662695,42,-1328.5555555555557,1068.5577622936557,-3419.0,-311.5,100.22222222222223,102.88696902456466,2.0,317.0,1.0667215287685394,-48.68207263946533,171.17802810668945,33314.93798828125,76.96227845848766
91,93184,2075.067927467248,43,-1621.875,1081.5803854583964,-3797.0,-387.0,115.66666666666667,97.41520529271713,7.0,334.0,1.0714790225028992,-49.122727394104004,168.11044311523438,32425.357421875,90.93172293108813
92,94208,2283.0354534982803,43,-1241.7727272727273,643.310379056372,-2736.0,-527.0,95.0,62.85191831888376,20.0,241.0,1.061716616153717,-49.57055950164795,160.37154006958008,28432.77197265625,90.0712827612246
93,95232,2218.7945969486304,43,-897.3947368421053,775.9528536096318,-2862.0,-281.0,61.8421052631579,79.91855272245661,4.0,317.0,1.0551684498786926,-49.96229839324951,164.15436935424805,31573.82763671875,71.35662240631873
94,96256,2257.8887638293454,44,-902.2916666666666,436.5344325066339,-2042.5,-483.5,62.75,39.10056478705476,28.0,170.0,1.050681471824646,-50.41555404663086,149.04966354370117,25058.06591796875,69.09231528058442
95,97280,2262.872017938732,44,-1040.4583333333333,1020.6868900062133,-4147.0,-340.5,77.41666666666667,98.30094805691799,4.0,366.0,1.047001451253891,-50.88931465148926,146.55036163330078,24341.71630859375,114.19370712872589
96,98304,2046.0731037235955,45,-1047.392857142857,719.1567775271712,-2820.0,-334.0,80.21428571428571,81.51352085165168,3.0,284.0,1.0303045809268951,-51.345845222473145,158.81398010253906,28682.88134765625,142.2598504895653
97,99328,2243.069825545809,45,-1245.1,1146.1896832549141,-4169.5,-317.0,99.7,120.7915973898847,3.0,400.0,1.029843956232071,-51.79930782318115,147.75177764892578,24891.93017578125,37.04864236545948
98,100352,2257.8923247899015,46,-1386.5,788.4923761665216,-2570.5,-321.5,113.0909090909091,84.09891853747915,3.0,279.0,1.0432124733924866,-52.25165939331055,162.40997695922852,28764.208984375,47.940280333055895
99,101376,2283.033026357405,46,-932.3823529411765,891.9769439352739,-4283.5,-317.0,58.588235294117645,78.4542270623109,3.0,356.0,1.0428361594676971,-52.70693397521973,164.26286697387695,30485.75927734375,65.36233302589235
100,102400,2283.033026357405,47,-933.5333333333333,735.9055525148741,-2833.5,-309.5,68.33333333333333,78.35191269026062,2.0,262.0,1.0321259796619415,-53.15387535095215,144.67593383789062,23497.998046875,73.27092379285509
101,103424,2238.1733114951267,47,-799.34375,544.6220512529194,-2453.5,-300.0,58.5625,65.01246875600096,1.0,266.0,1.032680869102478,-53.5878210067749,142.74415588378906,22801.236328125,79.0844760635185
102,104448,2243.0651397343604,48,-844.804347826087,731.621200680683,-3593.5,-329.5,57.69565217391305,76.7618761708592,4.0,364.0,1.0443695783615112,-53.95723342895508,159.00648880004883,29751.34814453125,60.759717130502786
103,105472,2218.795743185998,48,-700.825,353.0453680123845,-1553.5,-309.5,43.4,38.729058857658806,2.0,120.0,1.0145057439804077,-54.342265129089355,151.75933837890625,26667.25390625,112.79487778092216
104,106496,2283.0342399271976,49,-889.2692307692307,598.3918067937343,-2024.5,-234.5,71.38461538461539,68.03679825770583,15.0,232.0,1.0486752092838287,-54.83062934875488,159.95323181152344,28110.64599609375,279.36369395342786
105,107520,2308.7448589047813,49,-1049.6666666666667,740.249957784531,-2767.5,-374.0,71.66666666666667,65.94947561075321,5.0,214.0,1.0419819951057434,-55.30328369140625,137.22699737548828,21426.92431640625,120.77784168291507
106,108544,2324.4485662453944,49,-1352.2857142857142,980.9916395865847,-3203.0,-300.0,114.5,101.25762757865277,1.0,293.0,1.044922798871994,-55.740986824035645,145.86127471923828,24214.81396484375,63.66249363029937
107,109568,2283.033026357405,50,-935.6,519.2321638727709,-2497.0,-347.0,61.86666666666667,49.73646102765611,7.0,215.0,1.0304783582687378,-56.16103553771973,156.36584854125977,28044.7060546875,82.72447033174755
108,110592,2293.249463658527,50,-728.8684210526316,473.9621304577331,-2087.0,-300.0,54.8421052631579,59.87641936161403,1.0,186.0,1.0369455516338348,-56.59330081939697,137.2300682067871,22415.15869140625,93.4219953932895
109,111616,2329.732822361266,51,-1031.2083333333333,604.8262993873163,-2455.5,-348.5,74.25,60.01683791514956,6.0,204.0,1.0544134974479675,-57.028565406799316,146.23667907714844,24683.5751953125,57.00169437796532
110,112640,2267.8833047667626,51,-788.8958333333334,628.177588663672,-2275.5,-300.0,52.708333333333336,72.20369286877846,1.0,272.0,1.0536056160926819,-57.40200901031494,149.89503479003906,27488.22802734375,78.44379786209993
111,113664,2319.1907318060935,52,-764.8846153846154,284.2529449036378,-1446.0,-401.5,56.38461538461539,33.07459741376817,10.0,123.0,1.0488881468772888,-57.830923080444336,139.52118682861328,23195.4677734375,123.80569986546998
112,114688,2319.1907318060935,52,-993.1176470588235,651.9580582281205,-2720.5,-300.0,70.3529411764706,61.924946200523394,1.0,201.0,1.0466196537017822,-58.296194076538086,162.5233268737793,29201.3369140625,71.9303941536174
113,115712,2308.747341023124,53,-978.95,431.72459102997595,-1758.0,-313.0,70.7,42.10712528777047,2.0,128.0,1.0296181738376617,-58.653263092041016,151.51357650756836,27044.357421875,90.26048922771415
114,116736,2313.9566298190734,53,-1145.2058823529412,776.0427720706152,-3320.5,-507.0,85.94117647058823,90.47357143402532,20.0,389.0,1.0468934774398804,-59.070040702819824,155.75750350952148,27742.9443359375,139.96482276386516
115,117760,2303.5577478703326,53,-908.6764705882352,478.88688155839026,-1776.5,-313.0,62.11764705882353,55.57917760005955,2.0,208.0,1.0295318365097046,-59.52623748779297,162.7795639038086,29449.98486328125,102.71546883354233
116,118784,2361.9433833185585,54,-976.875,416.34216322034933,-1556.0,-372.5,72.375,42.51157930493761,10.0,127.0,1.0303399860858917,-59.97479438781738,134.80194854736328,20078.482421875,44.170407112257166
117,119808,2272.9072138761117,54,-1134.0333333333333,1105.2714367470503,-4472.5,-300.0,88.06666666666666,111.38370118149643,1.0,407.0,1.023785412311554,-60.383291244506836,158.20273208618164,28160.7734375,81.72881559631294
118,120832,2262.8791713426167,55,-1010.2307692307693,749.6453421807238,-2925.0,-311.5,61.07692307692308,62.64977320661453,2.0,220.0,1.0314542949199677,-60.776723861694336,174.84539031982422,33616.927734375,127.26413983288276
119,121856,2262.875594635021,55,-1219.5416666666667,827.784730931834,-2925.5,-346.0,89.25,78.89668877715971,6.0,263.0,1.0379857420921326,-61.18919658660889,149.62060546875,27099.2236328125,117.90943590675857
120,122880,2277.959471636669,56,-1091.904761904762,815.7312906519848,-3584.0,-317.0,77.76190476190476,70.27490560845062,3.0,229.0,1.0473357141017914,-61.53409385681152,162.14515686035156,31089.4873046875,99.08429731667309
121,123904,2313.9566298190734,56,-707.9,375.39446808213177,-1511.5,-268.5,47.266666666666666,39.313215193989016,7.0,164.0,1.0469759702682495,-61.942527770996094,147.51674270629883,26295.560546875,75.18465372312089
